Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
34,1.1,0.68,0.64,3.1,0.6,3,640.8
16,0.29,0.13,0.41,2.8,0,1,190.27
18,0.54,0.4,0.41,3.37,0,1,282.08
34,0.32,0.17,0.56,2.87,0.6,1,224.87
13,0.3,0.16,0.44,2.7,0.6,3,243.78
19,0.55,0.4,0.44,2.78,0.6,1,198.49
13,0.3,0.13,0.41,2.8,0.6,3,363.38
11,0.37,0.16,0.26,2.2,0,1,122.27
21,0.55,0.35,0.48,2.8,0.6,1,279.18
25,0.34,0.5,0.57,2.7,0,1,148.34
22,0.6755,0.16,0.47,2.75,0,1,221.18
12,0.3,0.13,0.41,2.2,0.6,1,195.39
41,2.39,0.26,0.66,2.7,0,1,281.52
33,0.31,0.13,0.48,2,0,1,159.71
13,0.55,0.15,0.41,1.9,0,1,183.8
52,0.27,0.17,0.65,2.7,0.6,1,397.18
23,0.6,0.16,0.57,3.3,0,1,207.17
37,0.3,0.15,0.48,3.19,0.6,1,222.82
116,1.6,2.3,1.2,3.4,0.3,4,864.75
32,0.6755,0.19,0.57,2.71,0.6,1,196.7
126,0.6755,0.4,0.78,4.8,0.6,1,382.8
106,0.78,0.51,0.61,2.65,0.6,1,194.85
166,2.1,2.3,0.84,2.85,0.3,1,518.59
9,0.37,0.2,0.37,2.7,0.6,1,208.92
33,0.6,0.3692,0.48,4.8,0.3,5,586.65
6,0.6755,0.12,0.2,1.24,0,1,72.2
12,0.5,0.15,0.19,1.51,0,1,158.31
16,0.55,0.26,0.44,2.92,0,1,171.88
9,0.27,0.16,0,2.7,0,1,146.21
46,0.6755,0.2,0.65,2.82,0.6,1,282.6
8,0.17,0.16,0.24,2.7,0,1,103.34
8,0.6755,0.12,0.2,1.61,0,1,74.96
66,1.78,2.3,0.94,4.8,0.6,1,492.17
69,1.99,0.78,0.61,3.85,0.6,1,387.34
13,0.55,0.3692,0,2.7,0.3,4,260.45
14,0.55,0.26,0.29,2.7,1,1,188.37
61,2.1,2.3,1.02,3.1,0.6,1,688.2
42,0.6,0.13,0.61,2.8,0.6,2,282.62
46,2.4,0.26,0.84,5.18,0.6,1,397.18
13,0.55,0.26,0.41,2.7,0,1,243.56
38,0.6755,0.16,0.64,4.8,0.6,1,358.84
29,0.27,0.13,0.57,5.24,0.6,1,223.74
33,0.6755,0.13,0.64,1.2,0,1,149.12
13,0.3,0.13,0.29,2.88,0.6,3,252.29
76,0.6755,0.16,0.6,2.7,0,1,252.66
9,0.37,0.25,0.31,2.8,0.6,1,164.13
7,0.22,0.16,0.23,1.3,0,1,92.18
11,0.22,0.14,0.37,1.9,0.6,1,173.6
6,0.6755,0.16,0.13,1.62,0,2,73.01
56,0.27,0.13,0.73,2.32,0.6,1,326.69
10,0.28,0.19,0.24,2,0.6,2,144.64
11,0.6755,0.16,0.34,2.1,-0.25,1,164.76
23,0.29,0.13,0.43,2.6,0.6,1,168.44
4,0.2,0.16,0.14,1.42,0,1,56.57
10,0.37,0.13,0.34,2,0.6,1,171.69
86,2.1,0.94,0.94,4.47,0,1,418.15
30,0.27,0.27,0.64,2.1,0.6,1,191.64
116,0.6,1.13,0.65,2.8,0.3,5,388.52
16,0.3,0.15,0.44,2.72,0,5,196.54
27,0.6,0.4,0.48,3.08,0.6,1,239.76
10,0.37,0.25,0.31,2.32,0,1,155.08
44,0.28,0.78,0.73,2.28,0.6,2,348.7
25,0.27,0.13,0.53,2.76,-0.15,2,152.69
7,0.6755,0.16,0.2,1.6,0,1,97.85
1,0.13,0.11,0.12,0.78,0,1,18.94
45,0.6,0.27,0.73,3.06,0.6,1,282.17
18,0.53,0.4,0.41,2.85,0.6,1,224.02
28,0.33,0.15,0.48,2,0,1,146.49
8,0.37,0.26,0.31,2.2,0,1,143.43
22,0.66,0.27,0.43,2.8,0.6,1,247.45
2,0.16,0.1,0.14,0.9,-0.15,1,59.23
9,0.77,0.3692,0.36,2.3,0.3,4,241.9
8,0.37,0.2,0.34,2,0,1,161.49
12,0.6755,0.16,0.44,3.03,0.6,1,236.71
116,1.5,0.4,0.67,1.72,0,1,201.42
48,2.2,2.3,0,2.7,0,1,458.27
105,1.59,1.25,0.69,2.7,0.6,1,376.57
71,0.27,0.17,0.65,2.8,0,1,184.12
10,0.37,0.25,0.34,2.2,0,1,153.81
116,2.1,2.3,0.84,4.8,0.3,3,1001.89
14,0.6755,0.13,0.41,2.77,0,1,167.82
79,1.04,0.9,0.79,2.29,0,1,196.11
10,0.37,0.25,0,2.7,0.45,1,126.65
18,0.6755,0.13,0.36,3.1,0,1,164.47
126,2.1,1.07,0.96,2.88,0,1,633.43
34,1.09,0.4,0.57,2.28,0.6,1,253.22
1,0.2,0.15,0.17,1.38,0,1,146.24
28,0.33,0.13,0.6,2.8,0.6,1,242.64
1,0.6755,0.11,0.14,0.75,-0.15,1,60.97
18,0.3,0.13,0.44,2.8,0.6,3,330.41
26,0.6755,0.17,0.45,2.27,0.6,1,194.52
17,0.78,0.2,0,2.8,0,1,176.24
12,0.52,0.3692,1,2.6,0,1,251.06
11,0.37,0.4,0.34,2.8,0,1,178.09
106,0.6755,2.3,0.84,3.18,0.6,1,365.19
12,0.55,0.27,0.41,2.7,0.6,1,222.66
27,0.57,0.49,0.57,3.1,0,1,305.52
9,0.35,0.3692,0,2.7,0,2,195.03
13,0.27,0.16,0.41,2.84,0,1,157.47
8,0.23,0.1,0.17,1.5,0,1,125.77
17,0.3,0.13,0.41,2.3,0.6,1,229.15
12,0.55,0.2,0,2.2,0.6,1,190.24
40,0.21,0.13,0.84,1.3,0,1,231.41
11,0.37,0.4,0.31,2.24,0,1,206.11
11,0.6755,0.18,0.37,2,0,1,172.64
40,0.26,0.15,0.57,2.22,0,1,188.33
76,0.46,0.15,0.6,2.7,0.6,1,280.41
36,1.1,0.13,0.57,2.2,0,1,250.21
18,0.55,0.27,0.41,2.8,0.3,1,347.31
17,0.29,0.26,0.41,2.7,0.6,1,169.6
11,2.23,0.19,0,1.1,0,1,277.16
15,0.29,0.36,0.44,2.8,0.6,1,186.89
16,0.29,0.16,0.41,2.8,0.6,1,220.84
13,0.6755,0.36,0.41,2.88,0,1,162.6
106,2.1,0.47,0.61,2.7,0.6,1,324.36
39,0.68,0.32,0.61,2.42,0.6,3,324.17
9,0.3,0.15,0.26,1.9,0,1,107.38
8,0.33,0.3692,0,2.6,0.6,1,215.95
69,1.47,0.49,0.78,4.8,0.6,3,481.44
11,0.6755,0.21,0.37,2.2,0,1,185.9
56,0.27,0.38,0.24,2.7,0.6,3,233.03
33,0.58,0.26,0.52,2.71,0,1,186.77
1,0.16,0.1,0.13,0.74,-0.15,1,54.57
11,0.23,0.13,0.35,2.6,0.6,1,209.09
82,0.22,0.13,0.63,2.79,0,1,257.63
86,0.91,0.4,0.43,2.8,0.6,1,319.62
7,0.37,0.3692,0,2.6,0,1,132.7
96,1.64,0.32,0.91,3.19,0.6,1,518.21
106,1.49,0.43,0.79,2.8,0.3,1,592.56
76,0.6755,2.3,0.55,4.05,0.3,1,425.99
8,0.27,0.12,0.1,1.6,0,1,114.24
14,0.3,0.13,0.44,2.8,0,1,166.68
9,0.6755,0.3692,0.26,2.5,0.3,4,208.85
71,0.6755,0.87,0.89,3.1,0.6,1,525.35
4,0.21,0.13,0.23,1.52,0,1,88.41
35,0.37,0.19,0.57,2.3,0.6,1,188.06
12,0.29,0.13,0.41,3.7,0,1,354.29
17,0.55,0.26,0.44,2.79,0.6,1,253.27
23,0.59,0.39,0.56,2.43,0.6,1,331.32
12,0.6755,0.13,0.44,2.8,0,1,162.13
78,0.27,1.27,0.59,1.52,0.6,1,222.73
47,1.78,0.13,0.73,3.85,0,1,258.66
8,0.2,0.3692,0,1.6,0,1,92.39
40,2.4,0.56,0.65,3.6,0,1,338.27
46,0.31,0.2,0.61,2.8,0,1,157.42
18,0.49,0.3692,0.29,2.8,0,4,254.45
9,0.35,0.3692,0,2.7,0.3,3,264.49
11,0.37,0.13,0.34,2.7,0,1,145.74
7,0.16,0.16,0,1.8,0,1,113.74
18,0.55,0.29,0.44,2.93,0.6,1,230.92
20,0.3,0.13,0.41,3.42,0.6,1,251.59
17,0.21,0.18,0.41,2.81,0,1,166.26
36,0.6755,0.3692,0,4.8,0.3,5,266.84
12,0.55,0.3692,0.36,2.7,0.6,1,206.04
11,0.27,0.24,0.23,1.9,0,1,192.14
81,2.1,2.3,0.73,2.93,0.6,1,384.88
19,0.3,0.13,0.41,2.8,0.6,1,235.64
17,0.55,0.38,0.41,2.82,0.6,1,243.82
116,2.1,0.68,0.84,4.8,0.6,3,629.81
11,0.26,0.4,0.34,2.2,0.6,1,186.02
83,1.11,2.3,0.73,3.61,0.6,1,445.42
31,0.33,0.13,0.49,2.2,0.6,1,171.44
56,0.6755,0.4,0.73,4.8,0.6,1,430.6
8,0.54,0.2,0,1.4,0,1,140.32
66,2.18,0.76,0.88,3.72,0,1,531.41
19,0.55,0.4,0.44,3.1,0.6,1,272.44
10,0.35,0.3692,0,2.2,0,1,136.59
11,0.37,0.25,0.31,1.8,0,1,137.83
10,0.37,0.3692,0.34,3.3,0,1,188.19
126,1.62,2.3,1,2.82,0.6,1,418.18
11,0.37,0.25,0.37,1.94,0.6,1,221.65
62,0.38,0.26,0.56,1.5,0,1,136.56
17,0.35,0.13,0.44,2.84,0,1,254.42
41,0.33,0.13,0.74,3.2,0.6,1,219.94
18,0.85,0.4,0,2.93,0.3,5,288.17
9,0.2,0.21,0.24,1.9,0,1,150.17
11,0.37,0.34,0.34,2.81,0,1,282.98
12,0.55,0.35,0.36,2.13,0,1,171.53
25,0.6755,0.15,0.43,2.8,0.6,1,193.67
17,0.29,0.13,0.44,2.8,0.6,1,180.52
37,0.31,0.3692,0.57,3.1,0,1,217.42
24,0.62,0.47,0.8,4.65,0.6,1,398.45
63,0.6755,0.69,0.62,4.13,0.6,1,324.85
11,0.37,0.26,0.34,2.2,0,1,190.33
116,2.24,2.3,0.73,5.7,0.3,3,832.46
22,0.55,0.4,0.29,3.1,0,1,165.71
17,0.54,0.13,0.41,2.86,0,1,189.58
11,0.36,0.25,0.34,2.45,0.6,3,200.91
19,0.55,0.4,0.44,2.7,0,1,216.43
11,0.3,0.18,0.37,2.01,0,1,160.03
16,0.45,0.32,0.33,2.71,0.6,1,216.27
11,0.37,0.25,0.31,2,0.6,1,183.35
17,0.55,0.29,0.41,2.7,0.6,1,216.59
11,0.33,0.13,0.34,1.8,0,1,122.36
10,0.37,0.21,0.37,2.61,0.6,1,215.33
116,2.1,0.13,0.84,2,0.6,1,564.75
34,0.28,0.29,0.52,2.86,0.6,3,224.32
14,0.55,0.3692,0.36,2.9,0,1,176.99
14,0.55,0.3692,0.36,2.8,0,1,264.46
22,0.55,0.68,0.29,3.1,0.6,1,224.95
12,0.93,0.3692,0,2.2,0.3,1,310.91
11,0.85,0.3692,0.17,3.3,0,1,188.54
13,0.31,0.13,0.41,2.6,0,1,148.17
22,0.6755,0.4,0.36,2.82,0,4,334
39,0.48,0.57,0.77,2.44,0,1,165.59
65,0.26,0.14,0.34,1.7,0.6,1,151.99
77,2.2,0.13,1.02,4.8,0.6,3,646.59
31,0.36,0.2,0.64,2.7,0.6,3,267.06
33,0.6,0.4,0.66,3.1,0.6,1,287.36
126,0.4,0.16,1.02,2.8,0,1,279.11
55,2.1,0.59,0.84,2.06,0.6,1,415.83
9,0.6755,0.2,0.21,1.8,0,2,121.85
41,0.4,0.13,0.61,2.7,0,1,188.6
8,0.37,0.2,0.34,1.51,0,2,134.03
35,0.29,0.14,0.48,2,0,1,145.89
11,0.35,0.3692,0,2.2,0.3,2,159.41
86,0.51,0.17,0.7,1.5,0.6,1,277.74
16,0.55,0.26,0,2.8,0.3,4,293.33
12,0.55,0.38,0.41,3.01,0,1,211.84
13,0.29,0.16,0.44,2.7,0.6,1,181.39
10,0.37,0.2,0.34,2.7,0.6,1,206
11,0.6755,0.25,0.37,2.7,0,1,175.66
126,1.5,1.67,0.65,3.99,0.6,1,653.87
66,1.51,0.43,0.67,3.58,0.6,1,333.27
23,0.6,0.5,0.57,2.8,0.6,1,287.56
66,2.09,0.88,0.73,3.02,0.6,1,577.94
61,2.1,0.13,0.69,4.8,0.6,1,365.44
38,0.31,0.14,0.56,4.8,0.6,1,336.64
116,1.6,0.3692,0,4.38,0.3,2,442.29
16,0.53,0.37,0.44,2.85,0.6,1,257.4
9,0.37,0.21,0.35,2.1,0,1,168.72
39,1.78,0.4,0.74,4.8,0.6,1,416.01
99,1.21,0.16,0.74,2.7,0.6,1,417.45
9,0.37,0.16,0.34,1.9,0,1,172.8
36,0.6755,0.4,0.57,2.8,0.6,1,337.61
8,0.27,0.13,0.25,2.1,0,1,123.48
44,1.1,0.13,0.84,2.7,0,1,266.12
10,0.26,0.13,0.37,2,0,1,214.28
9,0.37,0.3692,0,3.1,0,1,137.08
16,0.55,0.3692,0,3.1,0,5,242.99
34,0.6755,0.13,0.27,1.78,0,1,120.65
96,1.68,0.14,0.54,3.63,0,1,246.05
10,0.37,0.2,0.34,2.2,0,1,139.73
49,0.27,0.13,0.73,2.7,0.6,3,388.4
43,0.3,0.15,0.63,2.4,0.6,1,244.16
33,0.28,0.49,0.48,5.7,0.6,1,336.97
61,1.86,2.3,0.99,2.8,0,1,431.61
10,0.37,0.38,0.37,2.2,0.6,1,222.49
14,0.6755,0.13,0.29,1.4,0,1,179.6
46,0.55,0.13,0.84,4.01,0.6,1,280.48
64,0.27,0.24,0.2,2.2,0,1,127.78
86,0.25,0.15,0.48,0.85,0,1,122.89
31,0.28,0.13,0.57,2,0.6,1,172.82
90,1.71,2.3,1.02,4.8,0.3,3,704.46
43,0.29,0.13,0.73,2.7,0.6,1,221.07
12,0.55,0.3692,0,2.8,0,1,199.98
9,0.36,0.3692,0.37,2.1,0.3,4,302.79
36,0.64,0.13,0.48,2.86,0,1,187.22
25,0.6,0.4,0.57,3.1,0.6,1,350.61
15,0.6755,0.35,0,2.7,0,1,163.59
136,2.2,0.26,0.61,2.82,0.6,1,368.69
12,0.6755,0.27,0.41,2.85,0.6,1,251.1
8,0.37,0.25,0.26,2.3,0,1,166.86
86,1.9,2.3,0.98,3.89,0.6,1,517.12
14,0.87,0.36,0,2.8,0.3,1,327.08
36,0.6,0.5,0.57,2.7,0.6,1,232.21
22,0.55,0.28,0.44,2.79,0.3,2,285.27
38,0.6755,0.28,0.52,2.89,0,1,161.65
34,0.87,0.49,0.48,2.26,0.6,1,262.84
9,0.37,0.2,0.26,2.1,0,1,118.75
25,0.64,0.49,0,2.8,0,4,362.02
121,2.1,2.3,0.81,2.68,0.6,1,392.53
57,0.27,0.13,0.65,2.7,0.6,1,195.66
29,0.65,0.13,0.64,2.2,0.6,1,289.33
9,0.37,0.26,0,2.1,0,1,148
12,0.33,0.13,0,2.8,0.3,5,267.17
8,0.27,0.12,0.1,1.5,0,1,112.35
23,0.6,0.4,0.48,2.8,0.6,1,230.95
23,0.6,0.4,0.64,3.1,0,3,382.04
21,0.61,0.4,0.41,3.03,0.6,1,298.69
28,0.6,0.13,0.57,2.7,0,1,167.42
11,0.37,0.4,0.34,2.6,0,1,166.08
52,0.21,0.61,0.77,2.83,0,1,293.56
16,0.6755,0.3692,0,3.1,0.6,1,225.7
66,1.33,0.77,0.46,2.7,0.6,1,325.92
8,0.6755,0.21,0.22,1.67,0,1,100.18
7,0.3,0.2,0.28,2.1,0,1,137.02
33,0.58,0.39,0.57,2.3,0.6,1,253.98
14,0.28,0.13,0.36,2.7,0.6,1,207.45
40,1.64,0.4,0.65,2.96,0,1,274.78
37,0.28,0.13,0.48,2.9,0.6,1,178.44
78,0.6,0.43,0.54,2.28,0,1,255.62
6,0.2,0.3692,0,1.3,0,1,56.37
15,0.34,0.17,0.44,3.1,0,1,163.28
17,0.55,0.26,0.41,2.7,0.3,4,403.33
30,0.6,0.41,0.64,4.8,0,1,298.95
106,2.1,2.3,0.46,2.8,0,1,339.18
46,0.27,0.13,0.27,4.8,0,1,185.78
43,0.27,0.29,0.65,3.2,0.6,1,219.21
10,0.6755,0.14,0.31,2.7,0,1,163.44
10,0.27,0.13,0.25,1.7,0,1,130.04
14,0.33,0.3692,0,2.8,0.3,3,208.64
21,0.6755,0.13,0.41,2.8,0.6,1,209.31
86,2.1,2.3,0.65,4.8,0.6,1,526.01
23,0.6,0.4,0,3.1,0,4,331.65
81,2.16,2.3,0.61,5.3,0.3,1,588.64
35,0.6755,0.14,0.57,2.6,0.6,1,242.64
10,0.37,0.2,1,2.2,0.3,1,331.67
15,0.55,0.31,0.41,2.8,0.6,1,205.93
56,0.39,0.33,0.56,2.02,0,1,149.96
43,0.73,0.57,0.73,2.25,0,1,199.83
17,0.3,0.35,0.41,2.7,0,1,194.65
17,0.55,0.3,0.44,2.73,0.6,1,246.35
61,0.6755,0.16,0.56,3.1,0,1,159.66
12,0.54,0.27,0.41,2.7,0.6,1,216.32
42,0.31,0.13,0.61,5.7,0,1,187.2
11,0.37,0.25,0.26,3.1,0,4,163.53
40,1.59,0.14,0.7,2.84,0,1,304.18
8,0.37,0.25,0.39,2.18,0,1,152.76
15,0.28,0.17,0.41,2.47,0,1,140.08
15,0.55,0.4,0.41,3.1,0.6,1,224.28
21,0.55,0.4,0.3,2.85,0,1,171.74
36,0.27,0.39,0.55,2.36,0,1,135.12
10,0.6755,0.15,0.23,1.54,0,1,147.03
18,0.55,0.35,0.44,2.8,0.6,1,243.76
66,1.78,0.81,0.61,1.7,0,1,221.76
13,0.55,0.3692,0.36,3.1,0.3,2,290.07
46,1.01,0.56,0.65,2.84,0.6,2,316.01
36,0.3,0.13,0.61,2.8,0,1,174.44
43,2.4,0.4,0.65,3.1,0.6,1,347.62
10,0.37,0.2,0.26,2.6,0,1,155.94
43,1.74,0.26,0.74,2.71,0,1,252.47
7,0.6755,0.3692,0.23,1.4,0,1,119.09
17,0.55,0.21,0.36,3.1,0,4,189.78
22,0.5,0.35,0.37,3.1,0.6,1,274.2
10,0.37,0.25,0.34,2.6,0.6,1,263.21
20,0.55,0.3692,0.6,2.8,0.3,4,263.88
14,0.3,0.16,0.41,2.8,0.6,1,231.54
106,0.35,0.3692,0.98,2,0,1,372.05
36,0.29,0.16,0.57,2.7,0.6,1,298.71
12,0.32,0.35,0.21,2.7,0.3,2,245.1
61,0.31,0.46,0.62,2.71,0.6,1,336.66
11,0.44,0.3692,0,2.98,0.3,4,165.8
20,0.55,0.28,0.49,2.8,0.6,1,258.14
36,0.4,0.25,0.56,3.96,0,1,289.4
45,0.4,0.28,0.57,2.8,0,1,186.09
10,0.6755,0.18,0.26,2.1,0,1,121.22
37,0.58,0.13,0.55,2.78,0,1,194.8
10,0.6755,0.26,0.37,1.91,0,1,139.18
49,0.6755,0.61,0.46,2.7,0,1,300.48
0,0.15,0.15,0.12,1.09,-0.15,1,60.97
86,0.6755,0.3692,0.61,2.6,0,3,653.3
15,0.55,0.4,0.41,2.7,0.3,4,416.56
3,0.14,0.11,0.21,1.43,0,3,106.61
39,0.6,0.13,0.61,2.82,0,1,178.8
66,2.2,0.49,0.94,3.4,0.6,3,590.36
10,0.25,0.14,0.37,2.2,0,1,183.81
18,1.13,0.4,0,3.1,0,1,327.21
54,0.39,0.26,0.34,2.47,0,3,162.46
13,0.55,0.26,0.36,3.1,0,1,190.32
61,1.41,1.73,0.64,4.28,0,1,330.38
36,0.45,0.17,0.57,4.63,0.6,1,298.04
11,0.26,0.13,0.37,2,0.6,3,428.52
36,0.6755,0.13,0.48,2.6,0,1,171.66
13,0.6755,0.4,1,3.1,0.3,1,505.76
54,0.34,0.33,0.56,2.82,0.6,1,165.01
41,0.31,0.13,0.73,5.7,0.6,1,274.6
27,0.6,0.42,0.64,3.2,0.6,1,294.34
69,0.6755,0.5,0.84,5.7,0,1,316.3
44,0.3,0.22,0.58,2.7,0.6,1,247.27
43,0.34,0.16,0.71,2.2,0,1,173.73
20,0.4,0.13,0,2.8,0,1,226.18
13,0.55,0.61,0.44,2.6,0,1,193.57
16,0.27,0.16,0.41,2.81,0.6,1,171.76
31,0.45,0.25,0.48,2.8,0,1,170.99
9,0.26,0.13,0.37,2.2,0,1,207.51
11,0.66,0.3692,0,2.7,0,1,138.87
10,0.37,0.26,0.37,2.2,0.6,1,216
116,2.1,2.3,0.56,3.1,0.6,1,414.09
26,0.55,0.4,0.47,4.87,0,1,288.94
32,0.32,0.13,0.48,2.8,0,1,235.8
15,0.55,0.2,0.36,2.8,0,1,171.08
34,1.07,0.49,0.79,2.83,0,1,591.23
32,0.6,0.2,0.48,3.1,0,1,265.76
2,0.17,0.12,0.14,0.75,0,1,33.75
31,0.3,0.13,0.64,2.7,0,1,209.1
7,0.19,0.12,0.15,1.51,0,1,112.58
22,0.54,0.41,0.41,2.95,0.6,1,216.11
66,2.1,0.3,0.73,4.52,0.6,1,352.46
96,0.23,0.17,0.4,1.93,0,1,123.58
13,0.55,0.34,0.51,2.3,0.6,1,260.32
35,1.1,0.49,0.57,3.66,0.6,1,327.16
40,2.08,0.33,0.65,3.1,0,1,246.83
40,0.35,0.16,0.49,2.75,0.6,1,279
116,1.9,2.3,1.09,4.83,0.3,3,633.41
9,0.37,0.25,0.37,2.2,0,1,192.3
18,0.21,0.13,0.41,3.23,0,1,154.32
80,2.1,0.27,0.73,3.1,0.6,1,376.24
9,0.37,0.16,0.34,1.62,0,1,158.83
32,0.3,0.13,0.57,3.1,0,1,230.44
1,0.15,0.11,0.15,1.4,-0.15,1,73.53
8,0.27,0.16,0.39,1.4,0.6,1,171.64
10,0.37,0.25,0.37,2.03,0.6,1,195.16
10,0.57,0.25,0,2.2,0,1,186.55
10,0.6755,0.26,0.31,2.1,0.6,1,130.14
11,0.25,0.2,0.34,2.2,0.6,1,207.38
10,0.37,0.25,0.37,1.74,0,1,130.26
3,0.15,0.1,0.15,1.62,0,1,73
15,0.55,0.35,0.41,2.82,0,1,168.96
40,1.72,0.4,0.48,2.8,0.6,3,322.84
15,0.96,0.35,0,2.77,0,1,236.52
12,0.55,0.27,0.44,1.8,0,1,180.7
66,0.77,0.43,0.74,4.8,0.6,1,473.77
156,2.1,2.3,0,2.7,0,1,368.01
11,0.37,0.68,0.34,2.84,0,1,129.2
13,0.53,0.31,0.36,2.72,0,1,192.44
9,0.59,0.3692,0.37,2.2,0.6,1,227.61
11,0.37,0.13,0.34,2.31,0,1,184.84
26,0.3,0.13,0.44,2.7,0,3,187.58
8,0.24,0.14,0.16,1.6,0,1,109.5
86,1.37,0.4,0.59,3.95,0,1,279.55
12,0.55,0.36,0.36,2.34,0,1,165.78
11,0.37,0.2,0.34,2.7,0.6,1,187.03
11,0.37,0.2,0.34,2.2,0.6,1,188.48
5,0.22,0.19,0.22,1.61,0,1,60.95
38,0.27,0.2,0.57,2.8,0.6,3,272.72
11,0.33,0.17,0.33,2.2,0,1,184.2
22,0.67,0.26,0,3.19,0.3,4,325.74
8,0.28,0.51,0.31,2.7,0,1,215.62
56,0.6755,0.25,0.3,2.72,0,1,136.77
12,0.47,0.32,0.47,2.6,0.6,1,253.55
9,0.72,0.25,0,2.7,0,1,241.98
1,0.15,0.13,0.16,1.24,0,1,56.34
9,0.22,0.23,0,1.9,0,4,224.68
8,0.37,0.2,0.34,1.9,0,1,176.9
19,0.55,0.4,0.29,3.24,0,1,219.88
36,1.1,0.26,0.48,2.8,0.6,1,250.82
14,0.47,0.32,0.4,2.62,0.6,1,199.86
29,0.59,0.26,0.57,3.58,0.6,1,336.97
43,1.91,0.5,0.54,2.7,0,1,289
37,0.6,0.26,0.57,2.9,0.6,1,274.22
35,0.41,0.13,0.57,1.7,0.6,1,259.72
53,1.78,0.23,0.73,4.8,0.6,1,407.78
44,2.2,0.13,0.68,2.8,0.6,1,422.39
16,0.55,0.38,0.45,2.82,0,1,232.23
61,0.28,1.58,0.73,2.6,0.6,1,373.96
15,0.53,0.26,0.43,2.6,0,1,224.06
12,0.55,0.29,0.44,2.75,0,1,213.6
12,0.55,0.2,0.44,2.6,0,1,197.6
116,1.07,0.13,0.48,2.8,0.6,1,263.69
20,0.55,0.13,0.41,2.8,0.6,1,221.47
9,0.6755,0.39,0.39,2.13,0.6,1,219.74
38,0.6,0.13,0.48,3.1,0.3,1,281.55
27,0.6,0.13,0.48,2.7,0,1,247.63
96,0.27,0.73,0.94,3.26,0,1,234.45
12,0.51,0.35,0,3.4,0,1,215.27
13,0.6755,0.27,0.44,2.74,0,1,167.77
15,0.29,0.14,0.44,2.75,0.6,1,202.08
52,1.93,0.35,0.73,5.02,0,1,252.93
3,0.35,0.21,0,2,0.3,2,194.93
13,0.54,0.29,0.47,2.8,0,1,233.3
8,0.34,0.3692,0,1.9,0,1,98.96
8,0.23,0.3692,0.34,2.3,0,1,171.34
9,0.37,0.2,0.37,2.2,0,1,195.42
30,0.6,0.4,0.48,2.8,0.3,1,258.21
104,1.35,0.49,0.52,4.16,0,1,358.65
17,0.53,0.3692,0,2.8,0.3,2,229.09
66,1.05,0.63,0,2.7,0.6,1,403.56
12,0.31,0.22,0.44,3.1,0,1,163.81
76,0.89,0.57,0.62,2.9,0.6,1,310.31
51,1.45,0.13,0.73,2.8,0,1,270.79
5,0.19,0.13,0.24,1.5,0,1,81.86
116,2.1,2.3,0.94,4.8,0.3,1,999.94
61,0.73,0.32,0.73,2.92,0.6,1,286.62
41,0.6,0.2,0.73,3.4,0,1,264.97
39,0.6,0.4,0.61,2.1,0,1,180.39
9,0.32,0.2,0,2.1,0,1,118.84
116,1.4,0.3692,0,2.7,0,1,345.32
136,2,0.78,0.95,4.8,0,1,945.73
76,0.27,0.19,0.52,2.6,0,1,126.07
13,0.51,0.35,0,2.3,0,1,249.28
39,0.29,0.13,0.73,2.8,0.6,3,317.27
8,0.38,0.17,0.21,1.5,0,1,145.27
37,0.31,0.13,0.84,2.7,0.6,1,329.13
12,0.24,0.18,0.36,1.9,0,1,134.15
11,0.37,0.25,0.37,2.51,0.6,1,237.03
11,0.37,0.25,0,3.1,0,1,211.14
36,0.6755,0.13,0.57,2.7,0,1,187.07
20,0.24,0.13,0.45,2.8,0.6,1,280.09
13,0.55,0.26,0.29,2.7,0,1,167.09
43,0.28,0.4,0.84,3.21,0.6,3,343.6
13,0.55,0.3692,0.41,2.8,0.3,1,274.42
12,0.53,0.26,0.41,2.7,0,1,195.08
33,0.6,0.41,0.64,2.7,0.6,1,224.33
116,2.1,2.3,0.84,4.11,0.3,1,732.42
17,0.35,0.13,0.44,2.8,0,1,174.8
10,0.34,0.25,0,1.3,0,2,112.45
31,0.6,0.4,0.7,2.7,0.6,1,258.43
166,1.9,0.13,0.94,3.27,0.6,1,391.29
26,0.6,0.5,0.57,3.49,0,1,241.3
22,0.55,0.4,0.41,3.08,0.6,1,216.98
2,0.16,0.15,0.15,1.32,0,1,72.58
41,0.31,0.13,0,2.8,0.6,3,309.7
9,0.5,0.3692,0.31,1.4,0,2,209.6
61,1.39,1.64,0.62,2.72,0.6,1,329.37
16,0.65,0.39,0.99,3.08,0.6,1,322.79
21,0.27,0.13,0.44,2.7,0.6,1,166.28
14,0.55,0.32,0.41,2.82,0.6,1,180.97
37,0.3,0.15,0.48,4.8,0,1,243.85
9,0.55,0.3692,0,1.4,0,1,154.05
116,0.6755,0.81,0.52,3.1,0.6,1,224.34
5,0.21,0.22,0.2,1.9,0,1,114.58
21,0.55,0.4,0.41,2.97,0.6,1,248.33
116,0.29,0.2,0.8,3.1,0,1,196.48
11,0.35,0.15,0.37,2,0,1,151.53
41,2.2,0.4,0.61,3.68,0.6,1,294.74
56,2.08,0.3692,0.73,3.1,0,1,492.5
16,0.55,0.35,0,2.8,0.3,4,334.07
